country_txt,region,eventid,attacktype1_txt,target1,nwound,nkill,killHurtRatio
United States,newyork,197007070003,Bombing/Explosion,Portuguese Travel/Info center,0,0,NA
United States,newyork,197007070004,Bombing/Explosion,Haiti Consulate,0,0,NA
United States,alabama,197007080001,Bombing/Explosion,"Atlas Powder Company dynamite warehouse, Oneonta Alabama",0,0,NA
United States,california,197007080002,Facility/Infrastructure Attack,Home housing printers for the San Rafael Independent Journal,0,0,NA
United States,illinois,197007090002,Facility/Infrastructure Attack,"Selective Service office, Des Plaines Illinois",0,0,NA
United States,massachusetts,197007110002,Armed Assault,African Americans in New Bedford Massachusetts,3,1,0.3333333333333333
United States,california,197007120001,Bombing/Explosion,Bank of America Branch,0,0,NA
United States,illinois,197007140001,Facility/Infrastructure Attack,The Tri-Cities Human Rights Council,0,0,NA
United States,newyork,197007140002,Facility/Infrastructure Attack,"Marine Recruiting Booth, New York City",0,0,NA
United States,illinois,197007160001,Facility/Infrastructure Attack,Southeast Community Organization,0,0,NA
United States,newyork,197007160002,Facility/Infrastructure Attack,"Marine Recruiting Office, Brooklyn New York",0,0,NA
United States,minnesota,197007160003,Facility/Infrastructure Attack,"Dakota County Selective Service Office, St. Paul Minnesota",0,0,NA
United States,illinois,197007170001,Armed Assault,Chicago Police Officers patrolling the Mother Cabrini Homes project,0,2,Inf
United States,newyork,197007180001,Bombing/Explosion,"Broadway Savings Bank, Park Place branch",0,0,NA
United States,newyork,197007200001,Facility/Infrastructure Attack,Crown Heights Jewish Community Council,0,0,NA
United States,california,197007210002,Bombing/Explosion,Bank of America Branch,0,0,NA
United States,newyork,197007210003,Bombing/Explosion,Station Wagons being converted into police vehicles at the Airport Motors storage lot,0,0,NA
United States,wisconsin,197007210004,Bombing/Explosion,"South Side Reserve Headquarters, Milwaukee Wisconsin",0,0,NA
United States,wisconsin,197007220002,Bombing/Explosion,Fuel line at the Wisconsin Petroleum Terminal Corporation in Jones Island,0,0,NA
United States,newjersey,197007220003,Facility/Infrastructure Attack,"Army Recruiting Trailer, Camden New Jersey",0,0,NA
United States,california,197007230002,Bombing/Explosion,"California Highway Patrol office, Oakland California",0,0,NA
United States,newyork,197007240002,Facility/Infrastructure Attack,Black Community Center in Crown Heights New York,0,0,NA
United States,missouri,197007260001,Assassination,"President, Phillip Lucier",0,1,Inf
United States,wisconsin,197007260002,Bombing/Explosion,Camp McCoy,0,0,NA
United States,newyork,197007270001,Bombing/Explosion,"Bank of America, wall st. office",0,0,NA
United States,wisconsin,197007270002,Bombing/Explosion,electric power substation,0,0,NA
United States,wisconsin,197007270003,Bombing/Explosion,telephone exchange,0,0,NA
United States,california,197007270004,Bombing/Explosion,"Armed Forces Police Headquarters, San Francisco",0,0,NA
United States,california,197007270005,Bombing/Explosion,"Army Presidio, San Francisco",0,0,NA
United States,texas,197007280002,Bombing/Explosion,Associated Testing Labs Inc.,0,0,NA
United States,california,197007300001,Bombing/Explosion,Alameda County Courthouse,0,0,NA
United States,illinois,197007300002,Bombing/Explosion,"Power Lines, Illinois central railroad",0,0,NA
United States,northcarolina,197007310006,Armed Assault,Home of Mr. & Mrs. Franklin Williams,0,0,NA
United States,newyork,197008010001,Bombing/Explosion,Bank of Brazil,0,0,NA
United States,california,197008020001,Bombing/Explosion,Berkeley Police Car,0,0,NA
United States,wisconsin,197008050001,Bombing/Explosion,"Wisconsin Motors Division of Continental Motors Corporation, Milwaukee Wisconsin",0,0,NA
United States,california,197008060002,Bombing/Explosion,Bank of America Branch,0,0,NA
United States,california,197008060004,Armed Assault,San Jose police officer,0,1,Inf
United States,maryland,197008070002,Facility/Infrastructure Attack,"Dundalk Selective Service Office, Local Board 37",0,0,NA
United States,california,197008070003,Hostage Taking (Kidnapping),County Courthouse,2,4,2
United States,oregon,197008100001,Facility/Infrastructure Attack,"Selective Service Headquarters, Portland Oregon",0,0,NA
United States,mississippi,197008150001,Assassination,John Thomas,0,1,Inf
United States,nebraska,197008170001,Bombing/Explosion,House,7,1,0.14285714285714285
United States,minnesota,197008170002,Bombing/Explosion,"Armed Forces Examination Center, Minneapolis Minnesota",1,0,0
United States,newyork,197008180001,Facility/Infrastructure Attack,Black Community Center in Crown Heights New York,0,0,NA
United States,districtofcolumbia,197008200001,Bombing/Explosion,Rhodesian Information Office,0,0,NA
United States,maryland,197008200002,Facility/Infrastructure Attack,"Reisterstown Selective Service Office, Board No. 34",0,0,NA
United States,california,197008200003,Armed Assault,Berkeley police officer,0,1,Inf
United States,oregon,197008210002,Facility/Infrastructure Attack,"Emerald Hall, University of Oregon",0,0,NA
United States,minnesota,197008220001,Bombing/Explosion,St. Paul Police Officers responding to a bombing,1,0,0
United States,maryland,197008220002,Facility/Infrastructure Attack,National Guard truck stationed at army in Baltimore Maryland,0,0,NA
United States,wisconsin,197008240001,Bombing/Explosion,Army Mathematical Research Center,4,1,0.25
United States,massachusetts,197008250002,Facility/Infrastructure Attack,Burlington Police Headquarters,0,0,NA
United States,massachusetts,197008270002,Facility/Infrastructure Attack,Building of the John F. Kennedy School of Government at Harvard University,0,0,NA
United States,northcarolina,197008280001,Bombing/Explosion,G. W. Bullick School,0,0,NA
United States,california,197008280002,Facility/Infrastructure Attack,"National Guard Armory, Walnut Creek California",0,0,NA
United States,districtofcolumbia,197008290001,Bombing/Explosion,Portuguese Embassy,0,0,NA
United States,california,197008290002,Facility/Infrastructure Attack,Bank of America Branch,0,0,NA
United States,california,197008290003,Facility/Infrastructure Attack,"Municipal court building, Walnut Creek California",0,0,NA
United States,california,197008290004,Bombing/Explosion,"California Highway Patrol office, Oakland California",0,0,NA
United States,districtofcolumbia,197008300001,Bombing/Explosion,Portugese Embassy,0,0,NA
United States,georgia,197008300002,Facility/Infrastructure Attack,"R.O.T.C. building, University of Georgia",0,0,NA
United States,pennsylvania,197009010002,Armed Assault,Bell Federal Savings and Loan,0,0,NA
United States,california,197009020002,Bombing/Explosion,Unoccupied San Francisco police car,0,0,NA
United States,california,197009020003,Bombing/Explosion,Ford Motor Company plant in Milpitas California,0,0,NA
United States,california,197009030001,Bombing/Explosion,General Motors Company plant in Fremont California,0,0,NA
United States,tennessee,197009030002,Bombing/Explosion,E. H. Crump statue in Memphis Tennessee,0,0,NA
United States,minnesota,197009040001,Bombing/Explosion,Union Oil Co. Tank Storage Field,0,0,NA
United States,wisconsin,197009040004,Bombing/Explosion,"Lakeside Laboratories, Milwaukee Wisconsin",0,0,NA
United States,california,197009040005,Bombing/Explosion,"Orange County Courthouse, Santa Ana California",0,0,NA
United States,iowa,197009050001,Bombing/Explosion,DeWitt Police Station,2,0,0
United States,california,197009050002,Bombing/Explosion,"Hall of Justice, Los Angeles",0,0,NA
United States,massachusetts,197009060006,Bombing/Explosion,Garage of the Fitchburg Police Station,0,0,NA
United States,wisconsin,197009090003,Facility/Infrastructure Attack,"Offices of the Kaleidoscope, Madison Wisconsin",0,0,NA
United States,florida,197009100002,Facility/Infrastructure Attack,"R.O.T.C. building, University of Florida",0,0,NA
United States,ohio,197009180002,Armed Assault,Toledo Police officer stationed outside of the Black Panther Party Headquarters,1,1,1
United States,massachusetts,197009200001,Bombing/Explosion,National Guard Armory,0,0,NA
United States,massachusetts,197009230001,Armed Assault,Policeman,0,1,Inf
United States,newyork,197009240001,Bombing/Explosion,Japanese Government Offices,0,0,NA
United States,newyork,197009250001,Bombing/Explosion,Army Recruiting Station,0,0,NA
United States,newyork,197009260002,Bombing/Explosion,Ivory Coast Mission to U.N.,0,0,NA
United States,newyork,197009270001,Hijacking,United Arab Republic airliner,0,0,NA
United States,maryland,197010010001,Facility/Infrastructure Attack,Campaign Headquarters of Parren Mitchell,0,0,NA
United States,oregon,197010020003,Bombing/Explosion,"Prince Lucien Campbell Hall, University of Oregon",0,0,NA
United States,maryland,197010020004,Facility/Infrastructure Attack,Sewage Plant in Anne Arundel Maryland,0,0,NA
United States,illinois,197010050002,Bombing/Explosion,Haymarket Square Statue,0,0,NA
United States,westvirginia,197010050003,Bombing/Explosion,"Student Union, Bluefield State College",0,0,NA
United States,newyork,197010060002,Bombing/Explosion,Palestine Liberation Organization,0,0,NA
United States,washington,197010080001,Bombing/Explosion,Navy ROTC facility,0,0,NA
United States,california,197010080002,Bombing/Explosion,National Guard Facility,0,0,NA
United States,california,197010080003,Bombing/Explosion,Marin County Courthouse,0,0,NA
United States,california,197010080004,Bombing/Explosion,University Study Center,0,0,NA
United States,texas,197010090001,Bombing/Explosion,KPFT transmitter,0,0,NA
United States,newyork,197010100003,Bombing/Explosion,Courthouse in Long Island City Queens,0,0,NA
United States,massachusetts,197010140001,Bombing/Explosion,"Library, Center for International Studies",0,0,NA
United States,massachusetts,197010150001,Bombing/Explosion,Massachusetts Institute of Technology,0,0,NA
United States,missouri,197010150006,Bombing/Explosion,"Police Storefront Center, Kansas City Missouri",2,0,0
United States,california,197010180001,Bombing/Explosion,Stanford Research Institute,0,0,NA
United States,california,197010190001,Bombing/Explosion,"Virus Center, Stanford Research Center",0,0,NA
United States,illinois,197010200002,Facility/Infrastructure Attack,"Veterans of Foreign Wars Building, Cairo Illinois",0,0,NA
United States,illinois,197010210003,Armed Assault,Cairo Police Headquarters,0,0,NA
United States,california,197010220001,Bombing/Explosion,Church,0,0,NA
United States,michigan,197010240001,Armed Assault,Policeman,0,1,Inf
United States,illinois,197010240003,Facility/Infrastructure Attack,White owned grocery store near the Pyramid Courts project in Cairo Illinois,0,0,NA
United States,illinois,197010240004,Armed Assault,Cairo Police Headquarters,2,0,0
United States,districtofcolumbia,197010250001,Bombing/Explosion,"Main Post Office, Washington D.C.",1,0,0
United States,california,197010260001,Facility/Infrastructure Attack,Bank of America Branch,0,0,NA
United States,florida,197010280001,Facility/Infrastructure Attack,Martin County Courthouse,0,0,NA
United States,wisconsin,197010280002,Bombing/Explosion,Whitefish Bay police car,0,0,NA
United States,california,197010290001,Facility/Infrastructure Attack,"Marine Corps Air Station, El Toro California",0,0,NA
United States,newyork,197010300001,Bombing/Explosion,"United State Naval Militia Armory, Queens New York",0,0,NA
United States,newyork,197010300002,Bombing/Explosion,"Police Motorcycle Headquarters, the Bronx New York",0,0,NA
United States,newyork,197010300003,Bombing/Explosion,"Army Reserve Center, Queens New York",0,0,NA
United States,newyork,197010300004,Bombing/Explosion,,0,0,NA
United States,california,197011010002,Bombing/Explosion,Fresno Guide Newspaper,0,0,NA
United States,california,197011010003,Bombing/Explosion,Army Induction Center,0,0,NA
United States,pennsylvania,197011010004,Armed Assault,Ronald Mitchell,0,1,Inf
United States,michigan,197011010005,Facility/Infrastructure Attack,"Navy R.O.T.C. Vehicle, University of Michigan",0,0,NA
United States,illinois,197011070002,Facility/Infrastructure Attack,Cairo Lumber Company,0,0,NA
United States,minnesota,197011070003,Facility/Infrastructure Attack,Air Force Library located in the University of Minnesota Armory,0,0,NA
United States,illinois,197011080001,Armed Assault,African Americans walking in the Pyramid Court Housing Project in Cairo Illinois,0,1,Inf
United States,illinois,197011120002,Facility/Infrastructure Attack,"West Side Selective Service Office, Chicago Illinois",0,0,NA
United States,puertorico,197011140001,Bombing/Explosion,Hotel,0,0,NA
United States,puertorico,197011140002,Bombing/Explosion,Hotel,0,0,NA
United States,puertorico,197011140003,Bombing/Explosion,Hotel,0,0,NA
United States,puertorico,197011140004,Bombing/Explosion,Hotel,0,0,NA
United States,florida,197011150002,Unarmed Assault,Indiscriminate St. Petersburg Police Officers,2,0,0
United States,florida,197011180001,Facility/Infrastructure Attack,St. Petersburg Police Vehicle,0,0,NA
United States,oregon,197011210003,Bombing/Explosion,Replica of Liberty Bell located at Portland City Hall,1,0,0
